user,date,content,user_location
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-21 16:49:31+00:00,@Cherry0054 Purani h isliye,
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-21 16:10:32+00:00,@Cherry0054 Han 😂,
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-21 15:25:41+00:00,#IshaMalviya 💚 https://t.co/adH5x8Vrl3,
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-21 14:45:37+00:00,Skybags Trooper 55 Cms Polycarbonate Blue Hardsided Cabin Luggage https://t.co/tI3ke5PYP9,"Madanpur,Aurangabad,Bihar"
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-21 14:45:23+00:00,Skybags Trooper 65 Cms Polycarbonate Blue Hardsided Check-in Luggage https://t.co/pRHagD70vE,"Madanpur,Aurangabad,Bihar"
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-21 14:45:20+00:00,Skybags Mint 67 cms Polycarbonate Turquoise Hardsided Check-in Luggage https://t.co/k3tyjmrSd0,"Madanpur,Aurangabad,Bihar"
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-21 14:45:15+00:00,Skybags Cardiff Polyester 52 cms Black Travel Duffle (DFTCAR52BLK) https://t.co/1e0hyRBStK,"Madanpur,Aurangabad,Bihar"
"{'username': 'InSkybags', 'id': 2315627048, 'displayname': 'Skybags', 'description': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'rawDescription': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 1, 28, 14, 59, 44, tzinfo=datetime.timezone.utc), 'followersCount': 20897, 'friendsCount': 220, 'statusesCount': 3561, 'favouritesCount': 625, 'listedCount': 27, 'mediaCount': 1451, 'location': 'India', 'protected': False, 'linkUrl': 'https://www.myntra.com/skybags', 'linkTcourl': 'https://t.co/DkIS7vsnPF', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1410463819051110400/FrebnTLl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2315627048/1638791436', 'label': None}",2022-01-21 13:20:00+00:00,"1...2...3 OMW!
Watch me slay the day,
#PlayWithPrints in every way,
And walk the ramp with my style on display!

#Skybags #MoveInStyle #Packing #Trips #StylishLuggage #Print #Backpack #Cool #StylishBackpack #Luggage #SkybagsLuggage https://t.co/1Cu27WRt2h",India
"{'username': 'DakeshwarDehari', 'id': 1282176193710587904, 'displayname': 'dakeshwar dehari', 'description': 'life my styale', 'rawDescription': 'life my styale', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 7, 12, 4, 53, 49, tzinfo=datetime.timezone.utc), 'followersCount': 12, 'friendsCount': 79, 'statusesCount': 13168, 'favouritesCount': 6, 'listedCount': 0, 'mediaCount': 13, 'location': 'cg', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1283752737218297857/eC7rQpuh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1282176193710587904/1594958703', 'label': None}",2022-01-21 11:24:42+00:00,"Skybags Trooper 55cm + 65cm Polycarbonate Red and White Hardsided Cabin + Check-in Luggage Set
         https://t.co/52JLjwpqeG",cg
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-21 09:58:52+00:00,Daadi ko lag gyi khaasi or pote ko lg gyi phaasi fasi 🤣🤣🤣🤣🤣 jassu on fire 🔥 #jassu,
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-21 09:45:04+00:00,"Use and throw then slap

Whom I talking about??
Btao sab",
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-21 08:05:13+00:00,Skybags Trooper 65 Cms Polycarbonate Blue Hardsided Check-in Luggage https://t.co/WVFb46BfMh,
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-21 08:05:03+00:00,Skybags Mint 67 cms Polycarbonate Turquoise Hardsided Check-in Luggage https://t.co/4Flz8TLHf0,
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-21 08:04:53+00:00,Skybags Cardiff Polyester 52 cms Black Travel Duffle (DFTCAR52BLK) https://t.co/pBnyNYcSox,
"{'username': 'DohaRajasthani', 'id': 1144811840691564544, 'displayname': 'Online Offers', 'description': 'Market your product,\nFree Promotions online, Your Affiliate Partner.\nOne like one Retweet we follow you.\nfor best Jewellery see our site.', 'rawDescription': 'Market your product,\nFree Promotions online, Your Affiliate Partner.\nOne like one Retweet we follow you.\nfor best Jewellery see our site.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 6, 29, 3, 36, 27, tzinfo=datetime.timezone.utc), 'followersCount': 158, 'friendsCount': 426, 'statusesCount': 5867, 'favouritesCount': 4399, 'listedCount': 0, 'mediaCount': 1330, 'location': '', 'protected': False, 'linkUrl': 'https://bit.ly/3ErQMDZ', 'linkTcourl': 'https://t.co/VYtzkog2v0', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1218366656868540417/c13rZq3Q_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1144811840691564544/1579315955', 'label': None}",2022-01-21 05:17:14+00:00,"Amazon Deals on 
Branded Suitcases - #American #Tourister, #Skybags, #Safari, etc.
https://t.co/Yx1b0y165O",
"{'username': 'InSkybags', 'id': 2315627048, 'displayname': 'Skybags', 'description': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'rawDescription': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 1, 28, 14, 59, 44, tzinfo=datetime.timezone.utc), 'followersCount': 20897, 'friendsCount': 220, 'statusesCount': 3561, 'favouritesCount': 625, 'listedCount': 27, 'mediaCount': 1451, 'location': 'India', 'protected': False, 'linkUrl': 'https://www.myntra.com/skybags', 'linkTcourl': 'https://t.co/DkIS7vsnPF', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1410463819051110400/FrebnTLl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2315627048/1638791436', 'label': None}",2022-01-21 05:01:50+00:00,"@hiteshk2000 Hi Hitesh, Thank you for sharing the details. We would like to assure you, that our team will get in touch with you soon.",India
"{'username': 'vijayambarish1', 'id': 869593904940687360, 'displayname': 'Ambarishkumar Karre', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 30, 16, 38, 38, tzinfo=datetime.timezone.utc), 'followersCount': 12, 'friendsCount': 113, 'statusesCount': 273, 'favouritesCount': 33, 'listedCount': 0, 'mediaCount': 72, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-21 03:23:13+00:00,"#1

NAPA HIDE Black Leather Wallet for Men

4.0 out of 5 stars 20,191

₹320.00 - ₹643.00

#2

Skybags Trooper 55 Cms Polycarbonate Blue Hardsided Cabin Luggage

4.2 out of 5 stars 8,112

₹2,969.00 - ₹8,630.00

#3

American Tourister Casual Backpack

… https://t.co/LmI6i0j9uW https://t.co/fx2quZ8HMs",
"{'username': 'vijayambarish1', 'id': 869593904940687360, 'displayname': 'Ambarishkumar Karre', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 30, 16, 38, 38, tzinfo=datetime.timezone.utc), 'followersCount': 12, 'friendsCount': 113, 'statusesCount': 273, 'favouritesCount': 33, 'listedCount': 0, 'mediaCount': 72, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-21 00:23:39+00:00,"#1

NAPA HIDE Black Leather Wallet for Men

4.0 out of 5 stars 20,191

₹320.00 - ₹643.00

#2

Skybags Trooper 55 Cms Polycarbonate Blue Hardsided Cabin Luggage

4.2 out of 5 stars 8,112

₹2,969.00 - ₹8,630.00

#3

American Tourister Casual Backpack

… https://t.co/LmI6i0j9uW https://t.co/KlYjz7rNJH",
"{'username': 'vijayambarish1', 'id': 869593904940687360, 'displayname': 'Ambarishkumar Karre', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 30, 16, 38, 38, tzinfo=datetime.timezone.utc), 'followersCount': 12, 'friendsCount': 113, 'statusesCount': 273, 'favouritesCount': 33, 'listedCount': 0, 'mediaCount': 72, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-20 21:23:57+00:00,"#1

NAPA HIDE Black Leather Wallet for Men

4.0 out of 5 stars 20,191

₹320.00 - ₹643.00

#2

Skybags Trooper 55 Cms Polycarbonate Blue Hardsided Cabin Luggage

4.2 out of 5 stars 8,112

₹2,969.00 - ₹8,630.00

#3

American Tourister Casual Backpack

… https://t.co/LmI6i01yDo https://t.co/EHXx27ZQul",
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-20 15:44:18+00:00,"TEJO SANDHU VAMP HAI 

ghatiya shameless tejoke sympathy queen tejoke 
Angad ji ko use kerke chhod diya
Thappad maaraa vamp kahi ki",
