user,date,content,user_location
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-21 16:10:32+00:00,cherry han,
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-21 15:25:41+00:00,ishamalviya httpstcoadh x vrl,
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-21 14:45:37+00:00,skybags trooper cm polycarbonate blue hardsided cabin luggage httpstcoti ke pyp,"Madanpur,Aurangabad,Bihar"
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-21 14:45:23+00:00,skybags trooper cm polycarbonate blue hardsided checkin luggage httpstcoprhagd ,"Madanpur,Aurangabad,Bihar"
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-21 14:45:20+00:00,skybags mint cm polycarbonate turquoise hardsided checkin luggage httpstcok tyjmrsd,"Madanpur,Aurangabad,Bihar"
"{'username': 'Abhishe97718622', 'id': 1259280465501945856, 'displayname': 'Abhishek Rao', 'description': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'rawDescription': 'I used to love my old twitter account, then everyone from work found me.  This is my new account', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 5, 10, 0, 36, 56, tzinfo=datetime.timezone.utc), 'followersCount': 14, 'friendsCount': 89, 'statusesCount': 12225, 'favouritesCount': 83, 'listedCount': 0, 'mediaCount': 2, 'location': 'Madanpur,Aurangabad,Bihar', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1259286828898639872/0AkYFBqr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1259280465501945856/1589072720', 'label': None}",2022-01-21 14:45:15+00:00,skybags cardiff polyester cm black travel duffle dftcar blk httpstco e hyrbstk,"Madanpur,Aurangabad,Bihar"
"{'username': 'InSkybags', 'id': 2315627048, 'displayname': 'Skybags', 'description': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'rawDescription': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 1, 28, 14, 59, 44, tzinfo=datetime.timezone.utc), 'followersCount': 20897, 'friendsCount': 220, 'statusesCount': 3561, 'favouritesCount': 625, 'listedCount': 27, 'mediaCount': 1451, 'location': 'India', 'protected': False, 'linkUrl': 'https://www.myntra.com/skybags', 'linkTcourl': 'https://t.co/DkIS7vsnPF', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1410463819051110400/FrebnTLl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2315627048/1638791436', 'label': None}",2022-01-21 13:20:00+00:00,omw watch  slay  day playwithprints  every way  walk  ramp   style  display skybags moveinstyle packing trip stylishluggage print backpack cool stylishbackpack luggage skybagsluggage httpstco cu wrt h,India
"{'username': 'DakeshwarDehari', 'id': 1282176193710587904, 'displayname': 'dakeshwar dehari', 'description': 'life my styale', 'rawDescription': 'life my styale', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 7, 12, 4, 53, 49, tzinfo=datetime.timezone.utc), 'followersCount': 12, 'friendsCount': 79, 'statusesCount': 13168, 'favouritesCount': 6, 'listedCount': 0, 'mediaCount': 13, 'location': 'cg', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1283752737218297857/eC7rQpuh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1282176193710587904/1594958703', 'label': None}",2022-01-21 11:24:42+00:00,skybags trooper cm cm polycarbonate red  white hardsided cabin checkin luggage set httpstco jljwpqeg,cg
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-21 09:58:52+00:00,daadi ko lag gyi khaasi  pote ko lg gyi phaasi fasi jassu  fire jassu,
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-21 09:45:04+00:00,use  throw  slap   talking  btao sab,
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-21 08:05:13+00:00,skybags trooper cm polycarbonate blue hardsided checkin luggage httpstcowvfb bfmh,
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-21 08:05:03+00:00,skybags mint cm polycarbonate turquoise hardsided checkin luggage httpstco flz tlhf,
"{'username': 'aromastick1', 'id': 1225673055797514242, 'displayname': 'aromastick', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 7, 6, 50, 18, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 80, 'statusesCount': 14958, 'favouritesCount': 10, 'listedCount': 0, 'mediaCount': 14957, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-21 08:04:53+00:00,skybags cardiff polyester cm black travel duffle dftcar blk httpstcopbnynycsox,
"{'username': 'DohaRajasthani', 'id': 1144811840691564544, 'displayname': 'Online Offers', 'description': 'Market your product,\nFree Promotions online, Your Affiliate Partner.\nOne like one Retweet we follow you.\nfor best Jewellery see our site.', 'rawDescription': 'Market your product,\nFree Promotions online, Your Affiliate Partner.\nOne like one Retweet we follow you.\nfor best Jewellery see our site.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 6, 29, 3, 36, 27, tzinfo=datetime.timezone.utc), 'followersCount': 158, 'friendsCount': 426, 'statusesCount': 5867, 'favouritesCount': 4399, 'listedCount': 0, 'mediaCount': 1330, 'location': '', 'protected': False, 'linkUrl': 'https://bit.ly/3ErQMDZ', 'linkTcourl': 'https://t.co/VYtzkog2v0', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1218366656868540417/c13rZq3Q_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1144811840691564544/1579315955', 'label': None}",2022-01-21 05:17:14+00:00,amazon deal  branded suitcase american tourister skybags safari etc httpstcoyx b  ,
"{'username': 'InSkybags', 'id': 2315627048, 'displayname': 'Skybags', 'description': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'rawDescription': 'Sleek and stylish bags for those who are constantly on the move and want to make a style statement!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2014, 1, 28, 14, 59, 44, tzinfo=datetime.timezone.utc), 'followersCount': 20897, 'friendsCount': 220, 'statusesCount': 3561, 'favouritesCount': 625, 'listedCount': 27, 'mediaCount': 1451, 'location': 'India', 'protected': False, 'linkUrl': 'https://www.myntra.com/skybags', 'linkTcourl': 'https://t.co/DkIS7vsnPF', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1410463819051110400/FrebnTLl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/2315627048/1638791436', 'label': None}",2022-01-21 05:01:50+00:00,hiteshk hi hitesh thank   sharing  detail  would like  assure    team  get  touch   soon,India
"{'username': 'vijayambarish1', 'id': 869593904940687360, 'displayname': 'Ambarishkumar Karre', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 30, 16, 38, 38, tzinfo=datetime.timezone.utc), 'followersCount': 12, 'friendsCount': 113, 'statusesCount': 273, 'favouritesCount': 33, 'listedCount': 0, 'mediaCount': 72, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-21 03:23:13+00:00,napa hide black leather wallet  men   star skybags trooper cm polycarbonate blue hardsided cabin luggage   star american tourister casual backpack httpstcolmi  j uw httpstcofx quz hm,
"{'username': 'vijayambarish1', 'id': 869593904940687360, 'displayname': 'Ambarishkumar Karre', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 30, 16, 38, 38, tzinfo=datetime.timezone.utc), 'followersCount': 12, 'friendsCount': 113, 'statusesCount': 273, 'favouritesCount': 33, 'listedCount': 0, 'mediaCount': 72, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-21 00:23:39+00:00,napa hide black leather wallet  men   star skybags trooper cm polycarbonate blue hardsided cabin luggage   star american tourister casual backpack httpstcolmi  j uw httpstcoklyjz rnjh,
"{'username': 'vijayambarish1', 'id': 869593904940687360, 'displayname': 'Ambarishkumar Karre', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 5, 30, 16, 38, 38, tzinfo=datetime.timezone.utc), 'followersCount': 12, 'friendsCount': 113, 'statusesCount': 273, 'favouritesCount': 33, 'listedCount': 0, 'mediaCount': 72, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-01-20 21:23:57+00:00,napa hide black leather wallet  men   star skybags trooper cm polycarbonate blue hardsided cabin luggage   star american tourister casual backpack httpstcolmi  ydo httpstcoehxx zqul,
"{'username': 'Skybags4', 'id': 1375751882937798660, 'displayname': 'Skybags', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 3, 27, 10, 9, 58, tzinfo=datetime.timezone.utc), 'followersCount': 53, 'friendsCount': 38, 'statusesCount': 2413, 'favouritesCount': 1894, 'listedCount': 0, 'mediaCount': 110, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483340729246048258/iwUjIRKu_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-01-20 15:44:18+00:00,tejo sandhu vamp hai ghatiya shameless tejoke sympathy queen tejoke angad ji ko use kerke chhod diya thappad maaraa vamp kahi ki,
"{'username': 'dealsofthedayys', 'id': 1439475455875162113, 'displayname': 'dealsoftheday', 'description': 'DealsOfTheDay helps you find the best deals and is community supported. Links on our site are monetized, it means we can keep our platform free to use.', 'rawDescription': 'DealsOfTheDay helps you find the best deals and is community supported. Links on our site are monetized, it means we can keep our platform free to use.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 9, 19, 6, 24, 43, tzinfo=datetime.timezone.utc), 'followersCount': 586, 'friendsCount': 866, 'statusesCount': 2176, 'favouritesCount': 263, 'listedCount': 0, 'mediaCount': 79, 'location': 'Ahmedabad,Gujarat', 'protected': False, 'linkUrl': 'https://dealsoftheday.net', 'linkTcourl': 'https://t.co/VUMu6V0fxl', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1439475616064032779/gZpHRk6Y_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1439475455875162113/1632064246', 'label': None}",2022-01-20 14:25:20+00:00,skybags trooper cm polycarbonate blue hardsided checkin luggage httpstcotvmvxzz k,"Ahmedabad,Gujarat"
"{'username': 'rohzdeals', 'id': 1401567515688407048, 'displayname': 'Rohz Deals Online Shopping', 'description': 'Get the Best Offers at only one place.', 'rawDescription': 'Get the Best Offers at only one place.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 6, 6, 15, 52, 18, tzinfo=datetime.timezone.utc), 'followersCount': 47, 'friendsCount': 15, 'statusesCount': 3908, 'favouritesCount': 40, 'listedCount': 0, 'mediaCount': 3774, 'location': 'India', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1476116328712839173/gW04IuZD_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1401567515688407048/1640768538', 'label': None}",2022-01-20 14:13:29+00:00,skybags mint cm polycarbonate turquoise hardsided checkin luggage republicdaysale amazongreatrepublicdaysale amazonindia httpstcoarapdyc ie mrp deal   day fulfilled end  h    save httpstco  ekr rfb,India
